"chr"	"cl"	"feature_n"	"emp.pval"
"chr22"	"5kb_3_3_29255000_29265000"	1	0.0909090909090909
"chr22"	"5kb_2_1_29460000_29465000"	5	0.0909090909090909
"chr22"	"5kb_1_0_29600000_29600000"	1	0.818181818181818
"chr22"	"5kb_2_1_29730000_29735000"	1	0.363636363636364
"chr22"	"5kb_2_1_29775000_29780000"	4	0.0909090909090909
"chr22"	"5kb_2_1_29810000_29815000"	1	0.181818181818182
"chr22"	"5kb_1_0_29975000_29975000"	1	0.545454545454545
"chr22"	"5kb_2_1_29955000_29960000"	1	0.272727272727273
"chr22"	"5kb_1_0_29950000_29950000"	3	0.0909090909090909
"chr22"	"5kb_2_1_29940000_29945000"	4	0.0909090909090909
"chr22"	"5kb_2_1_32465000_32470000"	1	0.454545454545455
"chr22"	"5kb_2_1_32435000_32440000"	3	0.181818181818182
"chr22"	"10kb_4_6_32610000_32640000"	1	0.545454545454545
"chr22"	"5kb_1_0_32750000_32750000"	2	0.727272727272727
"chr22"	"5kb_2_1_31940000_31945000"	1	0.454545454545455
"chr22"	"5kb_2_1_32030000_32035000"	1	0.818181818181818
"chr22"	"5kb_1_0_32025000_32025000"	4	0.0909090909090909
"chr22"	"5kb_2_1_32005000_32010000"	1	0.818181818181818
"chr22"	"5kb_2_1_32320000_32325000"	1	0.272727272727273
"chr22"	"5kb_3_3_32305000_32315000"	1	0.636363636363636
"chr22"	"5kb_2_1_32150000_32155000"	1	0.545454545454545
"chr22"	"5kb_4_6_32130000_32145000"	4	0.545454545454545
"chr22"	"10kb_2_1_32080000_32090000"	1	0.545454545454545
"chr22"	"5kb_3_3_31515000_31525000"	1	0.909090909090909
"chr22"	"5kb_1_0_31500000_31500000"	4	0.181818181818182
"chr22"	"5kb_1_0_31555000_31555000"	1	1
"chr22"	"5kb_2_1_31585000_31590000"	1	0.0909090909090909
"chr22"	"5kb_2_1_31600000_31605000"	1	1
"chr22"	"5kb_3_3_31610000_31620000"	1	0.272727272727273
"chr22"	"5kb_1_0_31635000_31635000"	2	0.0909090909090909
"chr22"	"5kb_2_1_31640000_31645000"	6	0.0909090909090909
"chr22"	"5kb_1_0_31665000_31665000"	1	0.181818181818182
"chr22"	"5kb_2_1_31650000_31655000"	1	0.181818181818182
"chr22"	"5kb_2_1_24810000_24815000"	1	0.909090909090909
"chr22"	"5kb_1_0_38540000_38540000"	1	0.0909090909090909
"chr22"	"5kb_3_3_38595000_38605000"	5	0.454545454545455
"chr22"	"5kb_1_0_38710000_38710000"	9	0.0909090909090909
"chr22"	"5kb_2_1_40580000_40585000"	1	0.0909090909090909
"chr22"	"5kb_1_0_40590000_40590000"	1	0.0909090909090909
"chr22"	"5kb_1_0_40650000_40650000"	1	0.0909090909090909
"chr22"	"5kb_2_1_40730000_40735000"	1	0.545454545454545
"chr22"	"5kb_2_1_40720000_40725000"	1	0.818181818181818
"chr22"	"5kb_1_0_40680000_40680000"	1	0.181818181818182
"chr22"	"5kb_3_3_40270000_40280000"	1	0.272727272727273
"chr22"	"5kb_2_1_40195000_40200000"	1	0.181818181818182
"chr22"	"5kb_1_0_40350000_40350000"	1	0.0909090909090909
"chr22"	"5kb_3_3_40310000_40320000"	1	0.454545454545455
"chr22"	"5kb_1_0_39925000_39925000"	3	0.181818181818182
"chr22"	"5kb_2_1_39915000_39920000"	8	0.0909090909090909
"chr22"	"10kb_3_3_40420000_40440000"	4	0.818181818181818
"chr22"	"5kb_3_3_40390000_40400000"	2	0.363636363636364
"chr22"	"5kb_2_1_40010000_40015000"	1	0.181818181818182
"chr22"	"5kb_4_6_40840000_40855000"	1	0.727272727272727
"chr22"	"5kb_2_1_40830000_40835000"	1	0.0909090909090909
"chr22"	"5kb_3_3_41025000_41035000"	2	0.545454545454545
"chr22"	"5kb_5_10_41000000_41020000"	1	0.272727272727273
"chr22"	"5kb_4_6_40980000_40995000"	2	0.181818181818182
"chr22"	"5kb_3_3_40950000_40960000"	1	0.454545454545455
"chr22"	"5kb_2_1_40925000_40930000"	3	0.0909090909090909
"chr22"	"5kb_2_1_41105000_41110000"	1	0.181818181818182
"chr22"	"5kb_2_1_39485000_39490000"	5	0.0909090909090909
"chr22"	"5kb_2_1_39465000_39470000"	1	0.727272727272727
"chr22"	"5kb_1_0_39475000_39475000"	1	0.818181818181818
"chr22"	"5kb_1_0_39435000_39435000"	1	0.727272727272727
"chr22"	"5kb_2_1_39685000_39690000"	2	0.0909090909090909
"chr22"	"5kb_1_0_39610000_39610000"	1	0.272727272727273
"chr22"	"5kb_1_0_39635000_39635000"	3	0.181818181818182
"chr22"	"5kb_2_1_39625000_39630000"	1	0.272727272727273
"chr22"	"5kb_2_1_41410000_41415000"	2	0.272727272727273
"chr22"	"5kb_2_1_41480000_41485000"	5	0.0909090909090909
"chr22"	"5kb_2_1_41545000_41550000"	1	0.181818181818182
"chr22"	"5kb_2_1_41605000_41610000"	1	0.818181818181818
"chr22"	"5kb_2_1_41810000_41815000"	2	0.0909090909090909
"chr22"	"5kb_2_1_42575000_42580000"	2	0.0909090909090909
"chr22"	"5kb_3_3_42615000_42625000"	1	0.272727272727273
"chr22"	"5kb_2_1_42335000_42340000"	6	0.0909090909090909
"chr22"	"5kb_3_3_42290000_42300000"	1	0.818181818181818
"chr22"	"5kb_2_1_42265000_42270000"	2	0.545454545454545
"chr22"	"5kb_2_1_42220000_42225000"	6	0.0909090909090909
"chr22"	"5kb_3_3_42185000_42195000"	2	0.272727272727273
"chr22"	"5kb_1_0_42060000_42060000"	2	0.0909090909090909
"chr22"	"5kb_2_1_42065000_42070000"	1	0.363636363636364
"chr22"	"5kb_2_1_43285000_43290000"	1	0.272727272727273
"chr22"	"5kb_1_0_43250000_43250000"	1	0.545454545454545
"chr22"	"5kb_2_1_43320000_43325000"	1	0.363636363636364
"chr22"	"5kb_2_1_43330000_43335000"	2	0.0909090909090909
"chr22"	"5kb_1_0_43365000_43365000"	1	0.0909090909090909
"chr22"	"5kb_2_1_43355000_43360000"	2	0.272727272727273
"chr22"	"5kb_2_1_43405000_43410000"	3	0.272727272727273
"chr22"	"5kb_2_1_44420000_44425000"	2	0.272727272727273
"chr22"	"5kb_2_1_44410000_44415000"	2	0.363636363636364
"chr22"	"5kb_2_1_44590000_44595000"	1	0.272727272727273
"chr22"	"5kb_2_1_44560000_44565000"	3	0.0909090909090909
"chr22"	"5kb_2_1_45090000_45095000"	1	0.909090909090909
"chr22"	"5kb_1_0_45270000_45270000"	1	0.0909090909090909
"chr22"	"5kb_1_0_45875000_45875000"	1	0.0909090909090909
"chr22"	"5kb_2_1_45880000_45885000"	1	0.272727272727273
"chr22"	"5kb_2_1_45925000_45930000"	5	0.0909090909090909
"chr22"	"5kb_1_0_45805000_45805000"	3	0.363636363636364
"chr22"	"5kb_2_1_45695000_45700000"	1	0.636363636363636
"chr22"	"5kb_2_1_45705000_45710000"	5	0.0909090909090909
"chr22"	"5kb_2_1_48130000_48135000"	1	0.0909090909090909
"chr22"	"5kb_2_1_26385000_26390000"	1	0.181818181818182
"chr22"	"5kb_1_0_27635000_27635000"	1	0.0909090909090909
"chr22"	"5kb_3_3_30280000_30290000"	2	0.0909090909090909
"chr22"	"5kb_2_1_30195000_30200000"	1	0.363636363636364
"chr22"	"5kb_2_1_30160000_30165000"	4	0.363636363636364
"chr22"	"5kb_2_1_30270000_30275000"	2	0.454545454545455
"chr22"	"5kb_2_1_30225000_30230000"	1	0.545454545454545
"chr22"	"5kb_2_1_30055000_30060000"	2	0.363636363636364
"chr22"	"5kb_2_1_30030000_30035000"	1	0.363636363636364
"chr22"	"5kb_2_1_30010000_30015000"	2	0.0909090909090909
"chr22"	"5kb_3_3_30435000_30445000"	1	0.0909090909090909
"chr22"	"5kb_1_0_30645000_30645000"	2	0.0909090909090909
"chr22"	"5kb_2_1_30605000_30610000"	5	0.0909090909090909
"chr22"	"5kb_3_3_30590000_30600000"	8	0.0909090909090909
"chr22"	"5kb_3_3_30620000_30630000"	2	0.0909090909090909
"chr22"	"5kb_2_1_30635000_30640000"	11	0.0909090909090909
"chr22"	"5kb_2_1_30580000_30585000"	2	0.0909090909090909
"chr22"	"5kb_1_0_30575000_30575000"	1	0.0909090909090909
"chr22"	"5kb_1_0_30745000_30745000"	1	0.272727272727273
"chr22"	"5kb_2_1_30735000_30740000"	3	0.0909090909090909
"chr22"	"5kb_3_3_30685000_30695000"	3	0.636363636363636
"chr22"	"5kb_3_3_30710000_30720000"	2	0.363636363636364
"chr22"	"5kb_2_1_31055000_31060000"	3	0.636363636363636
"chr22"	"5kb_1_0_31090000_31090000"	2	0.363636363636364
"chr22"	"5kb_2_1_30985000_30990000"	2	0.363636363636364
"chr22"	"5kb_2_1_30930000_30935000"	2	0.0909090909090909
"chr22"	"5kb_3_3_30810000_30820000"	8	0.0909090909090909
"chr22"	"5kb_2_1_31485000_31490000"	8	0.0909090909090909
"chr22"	"5kb_1_0_31365000_31365000"	4	0.363636363636364
"chr22"	"5kb_2_1_31355000_31360000"	3	0.363636363636364
"chr22"	"5kb_2_1_31370000_31375000"	1	0.454545454545455
"chr22"	"5kb_2_1_31320000_31325000"	1	0.272727272727273
"chr22"	"5kb_2_1_29135000_29140000"	5	0.0909090909090909
"chr22"	"5kb_2_1_29145000_29150000"	1	0.454545454545455
"chr22"	"5kb_2_1_29175000_29180000"	1	0.909090909090909
"chr22"	"5kb_2_1_29280000_29285000"	1	0.363636363636364
"chr22"	"5kb_2_1_29270000_29275000"	5	0.0909090909090909
"chr22"	"5kb_3_3_29305000_29315000"	1	0.909090909090909
"chr22"	"5kb_3_3_29290000_29300000"	1	0.181818181818182
"chr22"	"5kb_2_1_29320000_29325000"	1	0.363636363636364
"chr22"	"5kb_2_1_29255000_29260000"	1	0.0909090909090909
"chr22"	"5kb_3_3_32610000_32620000"	1	0.363636363636364
"chr22"	"5kb_2_1_32305000_32310000"	1	0.454545454545455
"chr22"	"5kb_2_1_32140000_32145000"	4	0.454545454545455
"chr22"	"5kb_2_1_32080000_32085000"	1	0.545454545454545
"chr22"	"5kb_2_1_31515000_31520000"	1	0.909090909090909
"chr22"	"5kb_1_0_31610000_31610000"	1	0.0909090909090909
"chr22"	"5kb_2_1_38595000_38600000"	4	0.363636363636364
"chr22"	"5kb_1_0_38605000_38605000"	1	0.909090909090909
"chr22"	"5kb_2_1_40270000_40275000"	1	0.181818181818182
"chr22"	"5kb_2_1_40315000_40320000"	1	0.454545454545455
"chr22"	"5kb_2_1_40440000_40445000"	4	0.181818181818182
"chr22"	"5kb_2_1_40390000_40395000"	2	0.363636363636364
"chr22"	"5kb_2_1_40850000_40855000"	1	0.636363636363636
"chr22"	"5kb_2_1_41030000_41035000"	2	0.454545454545455
"chr22"	"5kb_3_3_41000000_41010000"	1	0.181818181818182
"chr22"	"5kb_2_1_40980000_40985000"	1	0.181818181818182
"chr22"	"5kb_2_1_40990000_40995000"	1	0.272727272727273
"chr22"	"5kb_2_1_40950000_40955000"	1	0.363636363636364
"chr22"	"5kb_1_0_42615000_42615000"	1	0.181818181818182
"chr22"	"5kb_2_1_42290000_42295000"	1	0.818181818181818
"chr22"	"5kb_1_0_42195000_42195000"	2	0.0909090909090909
"chr22"	"5kb_1_0_30280000_30280000"	2	0.0909090909090909
"chr22"	"5kb_2_1_30435000_30440000"	1	0.0909090909090909
"chr22"	"5kb_2_1_30595000_30600000"	3	0.0909090909090909
"chr22"	"5kb_1_0_30590000_30590000"	5	0.0909090909090909
"chr22"	"5kb_2_1_30625000_30630000"	1	0.272727272727273
"chr22"	"5kb_1_0_30620000_30620000"	1	0.0909090909090909
"chr22"	"5kb_2_1_30685000_30690000"	3	0.636363636363636
"chr22"	"5kb_2_1_30715000_30720000"	2	0.363636363636364
"chr22"	"5kb_1_0_30820000_30820000"	6	0.0909090909090909
"chr22"	"5kb_2_1_30810000_30815000"	2	0.454545454545455
"chr22"	"5kb_1_0_29315000_29315000"	1	0.181818181818182
"chr22"	"5kb_1_0_29290000_29290000"	1	0.181818181818182
"chr22"	"5kb_2_1_32610000_32615000"	1	0.181818181818182
"chr22"	"5kb_1_0_41000000_41000000"	1	0.0909090909090909
